,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
13816,"[{'id': 18, 'name': 'Drama'}]",,tt0060358,en,Dutchman,"A young conservative black man, minding his own business, rides a nearly empty subway car. The only other passenger, a blonde vixen looking for trouble, sizes him up. Sexual tension, racial bigotry and righteous fury collide in a razor's edge confrontation between this unlikely pair.",0.275086,/lIzFY18TZd2T5M2rb7cUNfJhRQU.jpg,[],[],27/2/1967,0,55,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Dutchman,FALSE,4.3,2
42635,"[{'id': 35, 'name': 'Comedy'}]",,tt4985772,en,Mo Mandel: Negative Reinforcement,"Mo Mandel takes the stage in his first hour-long special at the Gothic Theater in Denver. He loves Julio Iglesias, hates positive people, and aims his frenetic laser at everything from the sins of his parents, to the perils of sex, to the dark nature of his own disastrous mind.",0.083584,/1f1LkIIg8yv6Mpv4ZgKYChVdxVQ.jpg,"[{'name': 'New Wave Entertainment', 'id': 2953}, {'name': 'Comedy Dynamics', 'id': 49261}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/11/2016,0,67,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mo Mandel: Negative Reinforcement,FALSE,0,0
5811,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,tt0220580,es,Intacto,An enigmatic tale of four people whose lives are intertwined by destiny are subject to the laws of fate. They discover that luck is something they cannot afford to be without as they gamble with the highest stakes possible in a deadly game from which only one of them will emerge intact.,3.249017,/pmpkBlCLH3wkjU6aXmhuqxrGvd1.jpg,"[{'name': 'Telecinco', 'id': 1182}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Sociedad General de Cine (SOGECINE) S.A.', 'id': 11954}, {'name': 'Gestevisión Telecinco S.A.', 'id': 23490}, {'name': 'Tenerife Film Commission', 'id': 23491}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",6/11/2001,0,108,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Some are born with luck. Others gamble for it.,Intacto,FALSE,6.7,48
22160,"[{'id': 99, 'name': 'Documentary'}]",,tt3089388,en,Tim's Vermeer,Inventor Tim Jenison seeks to understand the painting techniques used by Dutch Master Johannes Vermeer.,3.369105,/ghWp9oTOQdsrPW1yP7S06KIqKEQ.jpg,"[{'name': 'High Delft Pictures', 'id': 25582}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/12/2013,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Tim's Vermeer,FALSE,7.1,65
7299,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,tt0094089,en,Swimming to Cambodia,"Spalding Gray sits behind a desk throughout the entire film and recounts his exploits and chance encounters while playing a minor role in the film 'The Killing Fields'. At the same time, he gives a background to the events occurring in Cambodia at the time the film was set.",0.225249,/1CRUgJ2am5EoF7wd1CRFik0HmjE.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",13/3/1987,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Swimming to Cambodia,FALSE,6.4,6
525,"[{'id': 18, 'name': 'Drama'}]",,tt0111102,en,Second Best,The difficult relationship between a british postal officer and his adoptive son.,0.882596,/f3uKBkqwE0Gj8lity7JR5E7sUpl.jpg,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Fron Film Production', 'id': 37265}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",30/9/1994,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Second Best,FALSE,5.9,8
13199,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]",,tt0478207,en,Meltdown: Days of Destruction,"Despite scientist Nathan's warnings, his boss continues an experiment meant as publicity for his satellite firm: exploding an asteroid. Instead it splits, and the major piece, the size of Iceland, changes course to earth. It is deflected but so close that it shift our course closer to the sun, causing rapid extreme heating, hopefully only mid-term. Nathan warns his sister, TV journalist Carly, and she her lover, police detective Tom. He brings his unruly daughter Kim, her ex-con lover C.J. and her mother, nurse Bonnie, when Nathan offers a flight to a friend's Arctic weather station. Tom takes charge of a dangerous trip to the airport, as everywhere on earth things catch fire and people fight for water, transport and sheer looting.",0.863706,/lSeUdcjBlnDZpFO5wRZ2wpmCHMO.jpg,"[{'name': 'Front Street Pictures', 'id': 3958}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",27/2/2006,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Meltdown: Days of Destruction,FALSE,4.8,4
23080,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",,tt2737310,en,Mistaken for Strangers,"Mistaken for Strangers follows The National on its biggest tour to date. Newbie roadie Tom (lead singer Matt Berninger’s younger brother) is a heavy metal and horror movie enthusiast, and can't help but put his own spin on the experience. Inevitably, Tom’s moonlighting as an irreverent documentarian creates some drama for the band on the road. The film is a hilarious and touching look at two very different brothers, and an entertaining story of artistic aspiration.",0.063568,/aaclaq77XIBEGF3D7iEwsbjXGOR.jpg,"[{'name': 'Final Frame', 'id': 82020}, {'name': 'C5', 'id': 82021}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19/9/2013,137460,75,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mistaken for Strangers,FALSE,7.2,21
15120,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,tt1294136,en,As Good As Dead,"Seeking revenge for the murder of their religious leader, fundamental loyalists kidnap and torture the man they believe responsible, but the ensuing clash of right vs. left ideologies quickly reveals that they may have the wrong man, which puts them on a path toward a shocking twist",1.984924,/410wkV3ERRSkrZDcO9YWMsTiVHB.jpg,"[{'name': 'First Line Entertainment', 'id': 71489}, {'name': 'Eclectic Pictures', 'id': 71490}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",25/1/2010,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Can you escape your past?,As Good As Dead,FALSE,4.9,11
4210,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,tt0041996,en,Twelve O'Clock High,"In this story of the early days of daylight bombing raids over Germany, General Frank Savage must take command of a ""hard luck"" bomber group. Much of the story deals with his struggle to whip his group into a disciplined fighting unit in spite of heavy losses, and withering attacks by German fighters over their targets. --KC Hunt",2.870026,/etRoGRnsN3jsrJvOCus6utQZzOh.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",21/12/1949,3225000,132,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A story of twelve men as their women never knew them...,Twelve O'Clock High,FALSE,7,31
26320,"[{'id': 18, 'name': 'Drama'}]",,tt0031477,en,In Name Only,A wealthy man falls for a widow but is locked into a loveless marriage with a woman who has contrived to convince his parents she is the ideal wife.,0.839403,/aEgFhs29usC6iy9PgLoAhBRtDN2.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",18/8/1939,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,In Name Only,FALSE,6.4,14
32367,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,tt0091213,en,Hollywood Vice Squad,"A mother goes to Hollywood to find her runaway daughter. She discovers that the girl has become involved in the pornography industry, and goes to the police to get help in finding her.",0.097881,/mh2dXQViDZxND3KIDqRVG5GkBCx.jpg,[],[],28/2/1986,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most unusual police force in the world.,Hollywood Vice Squad,FALSE,0,0
34710,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",,tt0067313,ru,"Korona Rossiyskoy Imperii, ili Snova Neulovimye","The Russian Civil War is over and the White Guard are all dead or abroad. Some of the exiled nobles are attempting to crown a new Tsar/Emperor abroad, and a couple of impostors are vying for the position. At the same time, some of the Elusive Avengers' old foes are trying to return to Russia, for mysterious reasons. The avengers are assigned the task of finding out what's going on. Turns out the bad guys are after the Russian Crown, which is encrusted with many diamonds and jewels. It is not clear whether the crown is only wanted for the coronation ceremony or if the bad guys are trying to sell it to the highest bidder, but either way they must be stopped. The avengers are after them. Two go to Paris to infiltrate the emigrant community, and the other two work on the Russian soil.",0.352603,/hKbqOzMtfDhUwdLfpY6r1DArPXv.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",6/6/1971,0,134,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,"Crown of Russian Empire, or the Elusives Again",FALSE,5.7,3
7565,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,tt0061189,en,The Wild Angels,"Peter Fonda plays 'Heavenly Blues', the leader of Hell's Angels chapter from Venice, California while Bruce Dern plays 'Loser', his best pal. When they both botch their attempt to retrieve Loser's stolen bike, Loser ends up in the hospital. When the Angels bust him out, he dies, and they bury him. Nancy Sinatra plays Mike, Blues' ""old lady"" and Diane Ladd plays Loser's wife (Dern's real-life wife at the time). The plot is basically a buildup to the last half-hour of the film in which Loser's funeral becomes another wild party.",5.808639,/sAT1FEZGVAdEr5ZWLYKMmaTLefT.jpg,"[{'name': 'American International Pictures (AIP)', 'id': 9266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",20/7/1966,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most terrifying film of your time!,The Wild Angels,FALSE,5.8,17
6877,"[{'id': 27, 'name': 'Horror'}]",,tt0076590,en,Rabid,"After undergoing radical surgery for injuries from a motorcycle accident, a young woman develops a strange phallic growth on her body and a thirst for human blood -- the only nourishment that will now sustain her.",11.284126,/bIA17LnIEfKZp4TU6RzLA9CFdp3.jpg,"[{'name': 'Canadian Film Development Corporation (CFDC)', 'id': 4952}, {'name': 'Cinépix', 'id': 6270}, {'name': 'The Dilbar Syndicate', 'id': 46689}, {'name': 'Cinema Entertainment Enterprises Ltd.', 'id': 46690}, {'name': 'Famous Players Film Corporation [ca]', 'id': 88951}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",8/4/1977,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Pray it doesn't happen to you.,Rabid,FALSE,6.4,90
2582,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",,tt0119743,en,My Son the Fanatic,Pakistani taxi-driver Parvez and prostitute Bettina find themselves trapped in the middle when Islamic fundamentalists decide to clean up their local town.,0.147516,/4NGfgvhcorRalldiTMftmjoG1IQ.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",21/10/1997,408339,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,My Son the Fanatic,FALSE,4.7,3
7786,"[{'id': 18, 'name': 'Drama'}]",,tt0046963,en,Executive Suite,"When the head of a large manufacturing firm dies suddenly from a stroke, his vice-presidents vie to see who will replace him.",2.171544,/vEhIhrKu0R7nJq5rPIBoze896bY.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/5/1954,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Behind the lighted tower windows the conflict of love and power is reckless and daring!,Executive Suite,FALSE,6.7,8
16113,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]",,tt2408288,en,Jib,"The Korean Academy of Film Arts has produced an animation for 3 consecutive years through a collaborative project. Considering the severe reality of Korean animation in that it lacks an industrial infrastructure, ""The House"" demonstrates the possibilities of Korean animation and the efficiency of collective production. While comparing apartments in the downtown core to the shabby environment of a marginalized district, ""The House"" portrays the collapse of the spirits dwelling at the house. As such the adventure of Ga-young and the spirits in the house becomes a criticism of modern society: enlightenment via animation. Although this animation may not have the most delicate or original style, the 5 animators that worked on this film unleashed their imaginations, ultimately showcasing the power of a collective process and a pleasure of the collective imagination.",0.27606,/mEfOGqcNcj1W4X4IFxyolYxUDBs.jpg,[],"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",17/3/2011,0,72,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,The House,FALSE,7.1,4
14915,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://rememberme-movie.com/,tt1403981,en,Remember Me,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",8.307719,/rlWRvkApEUM33yOPmzULJwUnAZI.jpg,"[{'name': 'Summit Entertainment', 'id': 491}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/3/2010,56032889,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Live in the moments.,Remember Me,FALSE,6.9,980
9177,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,tt0175536,en,Freeway II: Confessions of a Trickbaby,"After escaping from jail, two teens flee to Tijuana and stay with one's childhood protector, a man masquerading as a nun.",0.552559,/lJb6xy9hvDx7CNXQtwNsAFuTnUs.jpg,"[{'name': 'The Kushner-Locke Company', 'id': 2499}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/9/1999,0,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"When you live in the fast lane, there's no looking back!",Freeway II: Confessions of a Trickbaby,FALSE,6,13
38036,"[{'id': 18, 'name': 'Drama'}]",,tt0032414,en,Dr. Kildare Goes Home,A young doctor gives up big-city success to help his father set up a small-town clinic.,0.285855,/tkcw7UfxhKOJbbyM2qwFF9qv1mf.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/9/1940,0,79,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No. 5: The Case of the Cancelled Wedding,Dr. Kildare Goes Home,FALSE,6.5,1
2267,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,tt0091777,en,Police Academy 3: Back in Training,"When police funding is cut, the Governor announces he must close one of the academies. To make it fair, the two police academies must compete against each other to stay in operation. Mauser persuades two officers in Lassard's academy to better his odds, but things don't quite turn out as expected...",7.10005,/A0WHx049ty1RJ57XeQwweRxhHbW.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Police Academy Productions', 'id': 69583}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",20/3/1986,43579163,83,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Run for cover!,Police Academy 3: Back in Training,FALSE,5.5,259
23259,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,tt1686042,de,Liebe und andere Turbulenzen,"Paolo, an Italian tour bus driver living in Paris, has just summoned up the courage to propose marriage to his German girlfriend Greta. However, a chance encounter with a French woman on a bicycle the very next day turns Paolo's life upside down.",2.476452,/6x0dkrEvNslvjbqH90IjfiZtH4g.jpg,"[{'name': 'Wiedemann & Berg Filmproduktion', 'id': 336}, {'name': 'Elzévir Films', 'id': 836}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",4/3/2013,0,101,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Some distractions are better than others.,Girl on a Bicycle,FALSE,6.1,19
